,Verbs
33294,looking
33295,thinning
33296,get
33297,save
33298,went
33299,looking
33300,find
33301,believe
33302,bins
33303,remaining
33304,grabbed
33305,head
33306,asked
33307,madam
33308,started
33309,smoked
33310,glazed
33311,dried
33312,made
33313,slept
33314,flew
33315,singapore
33316,grubby
33317,embarked
33318,tired
33319,replaced
33320,bag
33321,rounded
33322,ba
33323,dated
33324,ba
33325,think
33326,flying
33327,rude
33328,landing
33329,skilled
33330,travel
33331,verified
33332,spent
33333,boarding
33334,looking
33335,departed
33336,served
33337,landed
33338,return
33339,check
33340,boarded
33341,boeing
33342,departed
33343,landed
33344,snack
33345,offered
33346,negatives
33347,booking
33348,see
33349,trying
33350,cut
33351,charging
33352,puts
33353,covered
33354,continue
33355,realised
33356,got
33357,recommend
33358,verified
33359,flew
33360,havent
33361,work
33362,fly
33363,contrast
33364,changed
33365,offered
33366,narrow
33367,paid
33368,wise
33369,paying
33370,flown
33371,arm
33372,go
33373,dinner
33374,potatos
33375,cramped
33376,seemed
33377,working
33378,dragging
33379,fab
33380,working
33381,sleep
33382,went
33383,lack
33384,eat
33385,got
33386,drink
33387,verified
33388,flew
33389,premium
33390,broken
33391,going
33392,appeared
33393,disappeared
33394,cleared
33395,went
33396,besieged
33397,wanting
33398,lost
33399,working
33400,uncleared
33401,breakfast
33402,thinking
33403,verified
33404,disappointed
33405,getting
33406,veg
33407,contain
33408,delhi
33409,served
33410,informed
33411,left
33412,dumped
33413,bothering
33414,ask
33415,like
33416,mattered
33417,verified
33418,known
33419,told
33420,sold
33421,take
33422,wait
33423,lined
33424,seville
33425,operated
33426,plane
33427,arrived
33428,lost
33429,connecting
33430,said
33431,booked
33432,buy
33433,pay
33434,stay
33435,behaviour
33436,relied
33437,get
33438,verified
33439,paid
33440,allow
33441,recline
33442,complaining
33443,paid
33444,upgrade
33445,reached
33446,rep
33447,told
33448,falsify
33449,get
33450,verified
33451,feels
33452,felt
33453,served
33454,went
33455,didnt
33456,seem
33457,fried
33458,lounge
33459,crowded
33460,fly
33461,given
33462,compared
33463,verified
33464,flew
33465,club
33466,wider
33467,makes
33468,feel
33469,coach
33470,reclined
33471,sleeping
33472,elevated
33473,wedge
33474,get
33475,putting
33476,pulling
33477,makes
33478,came
33479,dropped
33480,preceding
33481,restrooms
33482,compared
33483,discounted
33484,pay
33485,verified
33486,chosen
33487,preferred
33488,take
33489,verified
33490,connecting
33491,arrived
33492,checked
33493,booked
33494,delayed
33495,staffed
33496,refused
33497,rebook
33498,shanghai
33499,promised
33500,sorted
33501,boarded
33502,hoping
33503,help
33504,connecting
33505,arrived
33506,caused
33507,landed
33508,proceeded
33509,go
33510,desk
33511,find
33512,shanghai
33513,rude
33514,refused
33515,refused
33516,refused
33517,retrieve
33518,refused
33519,find
33520,refused
33521,explained
33522,means
33523,told
33524,helping
33525,pleaded
33526,move
33527,allow
33528,get
33529,called
33530,blocking
33531,point
33532,acknowledge
33533,left
33534,asking
33535,airport
33536,retrieved
33537,exhausting
33538,need
33539,get
33540,verified
33541,firstrate
33542,remains
33543,including
33544,received
33545,boarding
33546,remains
33547,flying
33548,note
33549,received
33550,flown
33551,bas
33552,remains
33553,verified
33554,flew
33555,manage
33556,boeing
33557,seat
33558,clunky
33559,lack
33560,demonstrates
33561,saving
33562,seem
33563,checked
33564,seemed
33565,appeared
33566,seemed
33567,ba
33568,go
33569,using
33570,assume
33571,start
33572,switching
33573,seem
33574,driving
33575,appalling
33576,horriblesmelling
33577,boiled
33578,tasted
33579,came
33580,spread
33581,give
33582,disappeared
33583,entered
33584,given
33585,filling
33586,molecules
33587,disinterested
33588,asked
33589,served
33590,reclined
33591,deprived
33592,made
33593,drink
33594,suggested
33595,refused
33596,making
33597,got
33598,put
33599,felt
33600,lowered
33601,verified
33602,separate
33603,contributed
33604,care
33605,became
33606,verified
33607,heathrow
33608,boarding
33609,squeezed
33610,verified
33611,delayed
33612,boarding
33613,done
33614,get
33615,landing
33616,considering
33617,verified
33618,change
33619,shocked
33620,remain
33621,returned
33622,getting
33623,paid
33624,consisted
33625,done
33626,accepted
33627,embarrassed
33628,regime
33629,charging
33630,token
33631,cut
33632,halved
33633,making
33634,disrespecting
33635,providing
33636,charging
33637,winning
33638,decamping
33639,treated
33640,got
33641,told
33642,showed
33643,wanted
33644,charged
33645,preferred
33646,getting
33647,paying
33648,flying
33649,verified
33650,lounge
33651,stained
33652,made
33653,sleeping
33654,left
33655,woke
33656,landing
33657,served
33658,seemed
33659,handed
33660,given
33661,got
33662,tags
33663,need
33664,bothered
33665,came
33666,ba
33667,closed
33668,pending
33669,think
33670,reopening
33671,lgw
33672,boarded
33673,shown
33674,noted
33675,hoovered
33676,took
33677,look
33678,dated
33679,ba
33680,settle
33681,run
33682,alright
33683,soup
33684,expect
33685,ba
33686,fine
33687,chilled
33688,get
33689,used
33690,ba
33691,noted
33692,selected
33693,staggering
33694,paid
33695,despair
33696,asked
33697,fly
33698,joke
33699,ying
33700,perth
33701,spring
33702,flying
33703,flying
33704,verified
33705,sydney
33706,boeing
33707,sydney
33708,wider
33709,legroom
33710,singapore
33711,restricts
33712,packs
33713,snacks
33714,limited
33715,served
33716,served
33717,landing
33718,okay
33719,walked
33720,go
33721,crew
33722,found
33723,keep
33724,change
33725,cape
33726,paid
33727,broken
33728,reclined
33729,veggie
33730,served
33731,drink
33732,served
33733,curry
33734,whispered
33735,veggie
33736,served
33737,breakfasts
33738,came
33739,complaining
33740,told
33741,choose
33742,gone
33743,paid
33744,offered
33745,offered
33746,made
33747,booking
33748,verified
33749,crew
33750,going
33751,makes
33752,weve
33753,noticed
33754,make
33755,used
33756,used
33757,said
33758,done
33759,bit
33760,take
33761,wee
33762,return
33763,given
33764,served
33765,freezing
33766,lacked
33767,know
33768,breaking
33769,write
33770,breakfasts
33771,done
33772,felt
33773,travel
33774,shocking
33775,say
33776,allowed
33777,moving
33778,parked
33779,departed
33780,going
33781,hong
33782,theirn
33783,know
33784,cramped
33785,got
33786,left
33787,cramped
33788,recommend
33789,verified
33790,london
33791,thinking
33792,flying
33793,bangkok
33794,eva
33795,want
33796,go
33797,emirates
33798,fly
33799,believe
33800,risk
33801,flying
33802,love
33803,tested
33804,hate
33805,asks
33806,tell
33807,keep
33808,pressing
33809,flying
33810,crew
33811,met
33812,including
33813,offered
33814,emerald
33815,booking
33816,think
33817,let
33818,paying
33819,expect
33820,get
33821,think
33822,misguided
33823,booking
33824,verified
33825,appalling
33826,hit
33827,hostesses
33828,worsened
33829,offered
33830,forgotten
33831,subpar
33832,noisecancelling
33833,dollarshop
33834,shame
33835,entail
33836,locked
33837,made
33838,reclined
33839,restricted
33840,couldnt
33841,watch
33842,gap
33843,reclined
33844,limbed
33845,placed
33846,put
33847,narrow
33848,confined
33849,sitting
33850,slight
33851,build
33852,crackling
33853,wanted
33854,killing
33855,working
33856,tokyo
33857,detect
33858,startling
33859,treated
33860,handed
33861,pretzels
33862,ba
33863,wait
33864,offered
33865,drink
33866,seemed
33867,seemed
33868,pay
33869,boarding
33870,took
33871,know
33872,gone
33873,relegating
33874,surprised
33875,ba
33876,keep
33877,males
33878,verified
33879,using
33880,overcrowded
33881,using
33882,onboard
33883,shows
33884,provide
33885,chatting
33886,return
33887,say
33888,boarded
33889,become
33890,flying
33891,london
33892,flew
33893,made
33894,valued
33895,request
33896,resulted
33897,given
33898,given
33899,plate
33900,given
33901,put
33902,advertised
33903,given
33904,paid
33905,given
33906,seems
33907,flew
33908,mauritius
33909,wins
33910,needs
33911,get
33912,verified
33913,cancelled
33914,put
33915,delay
33916,t5
33917,asked
33918,arrange
33919,gave
33920,verified
33921,cater
33922,fit
33923,lying
33924,sleeping
33925,fixed
33926,need
33927,crammed
33928,get
33929,banged
33930,hed
33931,flying
33932,offer
33933,bassinets
33934,arm
33935,see
33936,constrained
33937,imagine
33938,sleeping
33939,fear
33940,hell
33941,lap
33942,refuse
33943,carried
33944,desks
33945,done
33946,enables
33947,enter
33948,announcing
33949,club
33950,let
33951,head
33952,crew
33953,served
33954,seems
33955,uses
33956,seem
33957,cooked
33958,couple
33959,made
33960,seat
33961,equipped
33962,put
33963,took
33964,handle
33965,landed
33966,reached
33967,’
33968,cabin
33969,needs
33970,save
33971,giving
33972,accustomed
33973,oneoff
33974,needs
33975,ensure
33976,boarding
33977,carried
33978,verified
33979,london
33980,surprised
33981,told
33982,seated
33983,turned
33984,wanted
33985,improved
33986,cabin
33987,tested
33988,taxiing
33989,showed
33990,verified
33991,left
33992,smiled
33993,looked
33994,cooked
33995,served
33996,landed
33997,check
33998,paid
33999,liked
34000,delivered
34001,bins
34002,couldnt
34003,verified
34004,departed
34005,landed
34006,clean
34007,add
34008,get
34009,verified
34010,heathrow
34011,ok
34012,tinted
34013,issue
34014,understand
34015,coming
34016,needing
34017,climbing
34018,verified
34019,london
34020,haul
34021,surprised
34022,london
34023,served
34024,provided
34025,kept
34026,left
34027,improved
34028,served
34029,crew
34030,bonus
34031,verified
34032,fly
34033,limited
34034,wine
34035,going
34036,offering
34037,kept
34038,baggage
34039,verified
34040,coming
34041,baby
34042,come
34043,ordered
34044,served
34045,made
34046,provided
34047,worsened
34048,take
34049,used
34050,flying
34051,beats
34052,lost
34053,taken
34054,witnessed
34055,delays
34056,taken
34057,appears
34058,leaving
34059,get
34060,booking
34061,makes
34062,accept
34063,making
34064,put
34065,verified
34066,ba
34067,succumbed
34068,point
34069,absurd
34070,using
34071,hijack
34072,say
34073,covers
34074,jammed
34075,seat
34076,hope
34077,run
34078,experienced
34079,flew
34080,use
34081,serving
34082,request
34083,say
34084,went
34085,flying
34086,handed
34087,tasting
34088,asked
34089,select
34090,tasting
34091,said
34092,check
34093,returned
34094,say
34095,tasting
34096,please
34097,explain
34098,leaving
34099,matching
34100,lowest
34101,make
34102,talks
34103,wanted
34104,gone
34105,served
34106,level
34107,cooked
34108,reheated
34109,go
34110,comes
34111,failed
34112,count
34113,arrives
34114,hit
34115,galls
34116,describing
34117,know
34118,said
34119,asked
34120,like
34121,call
34122,regarding
34123,say
34124,called
34125,waiting
34126,ba
34127,including
34128,buy
34129,boarding
34130,experiencing
34131,boarded
34132,got
34133,departed
34134,reset
34135,offered
34136,pinklooking
34137,watched
34138,catch
34139,crew
34140,kept
34141,servicing
34142,nap
34143,served
34144,landing
34145,bar
34146,landed
34147,stay
34148,became
34149,verified
34150,leg
34151,seating
34152,joke
34153,outdated
34154,seems
34155,asking
34156,apologize
34157,tried
34158,cleaning
34159,bos
34160,upgraded
34161,taped
34162,asking
34163,told
34164,fell
34165,used
34166,looks
34167,need
34168,eg
34169,replaced
34170,roved
34171,outdated
34172,boarding
34173,dont
34174,try
34175,boarding
34176,crew
34177,going
34178,kitchen
34179,nowadays
34180,seems
34181,go
34182,made
34183,happen
34184,handling
34185,identifying
34186,seems
34187,lost
34188,went
34189,finding
34190,explained
34191,looked
34192,said
34193,show
34194,written
34195,writing
34196,provided
34197,delayed
34198,handling
34199,done
34200,summarizing
34201,flying
34202,seen
34203,seems
34204,ba
34205,choose
34206,eg
34207,see
34208,thinking
34209,recommend
34210,given
34211,verified
34212,singapore
34213,welcomed
34214,crew
34215,taking
34216,made
34217,achieved
34218,anticipating
34219,needed
34220,kept
34221,crew
34222,assigned
34223,made
34224,wake
34225,consisting
34226,followed
34227,arrived
34228,left
34229,seemed
34230,kept
34231,fault
34232,verified
34233,delhi
34234,thought
34235,traveled
34236,assumed
34237,charging
34238,nicer
34239,rude
34240,left
34241,allowed
34242,measuring
34243,handle
34244,forced
34245,left
34246,coming
34247,torn
34248,working
34249,forced
34250,broken
34251,giving
34252,nightmare
34253,verified
34254,london
34255,joke
34256,bags
34257,enforced
34258,entitled
34259,carry
34260,crammed
34261,whilst
34262,remove
34263,put
34264,causing
34265,cramped
34266,duty
34267,smashed
34268,complained
34269,witnessed
34270,gave
34271,making
34272,shocked
34273,going
34274,contacting
34275,given
34276,shocking
34277,called
34278,using
34279,verified
34280,t5
34281,boarding
34282,looking
34283,departed
34284,provided
34285,bhd
34286,used
34287,used
34288,served
34289,return
34290,use
34291,kiev
34292,takes
34293,served
34294,captain
34295,go
34296,experienced
34297,drink
34298,ba
34299,abandoned
34300,serving
34301,serve
34302,coming
34303,seatbed
34304,verified
34305,booked
34306,took
34307,london
34308,called
34309,asked
34310,needed
34311,ticket
34312,told
34313,pay
34314,checked
34315,visa
34316,used
34317,make
34318,started
34319,used
34320,worn
34321,got
34322,visiting
34323,looked
34324,arrange
34325,come
34326,fired
34327,roaming
34328,find
34329,indicated
34330,given
34331,find
34332,get
34333,call
34334,check
34335,come
34336,explain
34337,advised
34338,says
34339,ba
34340,call
34341,say
34342,reduced
34343,haggling
34344,take
34345,paid
34346,readjusted
34347,fuming
34348,sold
34349,try
34350,taking
34351,takes
34352,elicit
34353,sided
34354,given
34355,app
34356,refusing
34357,advise
34358,apply
34359,return
34360,tired
34361,distorted
34362,scratched
34363,topped
34364,take
34365,persuading
34366,bemused
34367,worn
34368,heathrow
34369,worst
34370,seats
34371,cushioning
34372,go
34373,supposed
34374,recommend
34375,verified
34376,decided
34377,antigua
34378,told
34379,receive
34380,dedicated
34381,beverages
34382,received
34383,grade
34384,flown
34385,received
34386,received
34387,take
34388,followed
34389,received
34390,asked
34391,chilled
34392,served
34393,expect
34394,let
34395,offered
34396,went
34397,told
34398,left
34399,drink
34400,believe
34401,dont
34402,hear
34403,given
34404,upgrade
34405,given
34406,expect
34407,return
34408,ended
34409,served
34410,looking
34411,appalling
34412,received
34413,told
34414,paying
34415,dont
34416,think
34417,upgrade
34418,upgrading
34419,think
34420,paying
34421,lost
34422,holiday
34423,making
34424,booked
34425,cutting
34426,giving
34427,listening
34428,decide
34429,going
34430,need
34431,cut
34432,start
34433,give
34434,feel
34435,getting
34436,paid
34437,verified
34438,heathrow
34439,okay
34440,liked
34441,outset
34442,making
34443,rushed
34444,end
34445,get
34446,kept
34447,based
34448,verified
34449,ba
34450,stands
34451,flown
34452,classes
34453,believe
34454,declined
34455,offered
34456,offered
34457,mash
34458,got
34459,refused
34460,took
34461,ordered
34462,put
34463,inflight
34464,kept
34465,falling
34466,return
34467,flown
34468,offer
34469,running
34470,vueling
34471,verified
34472,flew
34473,johannesburg
34474,travelled
34475,booked
34476,outgoing
34477,cramped
34478,made
34479,disappointing
34480,uncooked
34481,returned
34482,overcooked
34483,uncooked
34484,told
34485,arrived
34486,heated
34487,alter
34488,cooking
34489,madeira
34490,cake
34491,seem
34492,described
34493,seemed
34494,felt
34495,giving
34496,wake
34497,get
34498,dressed
34499,miami
34500,boarding
34501,divided
34502,losing
34503,seat
34504,reclined
34505,cabin
34506,recommend
34507,love
34508,london
34509,looking
34510,flying
34511,windows
34512,made
34513,feel
34514,upgrading
34515,makes
34516,verified
34517,cramped
34518,declined
34519,offered
34520,compared
34521,joke
34522,crew
34523,giving
34524,provided
34525,delayed
34526,makes
34527,using
34528,see
34529,sliding
34530,disappointing
34531,boeing
34532,substituted
34533,boeing
34534,moved
34535,biz
34536,annoying
34537,went
34538,took
34539,captain
34540,including
34541,blocked
34542,enforced
34543,drinks
34544,served
34545,run
34546,offered
34547,turned
34548,plonked
34549,offered
34550,left
34551,downgraded
34552,queue
34553,called
34554,means
34555,boarding
34556,blocked
34557,pointed
34558,crew
34559,take
34560,recovered
34561,changed
34562,bag
34563,beef
34564,chicken
34565,cooked
34566,presented
34567,promised
34568,run
34569,seeing
34570,fetched
34571,continue
34572,cut
34573,find
34574,substituted
34575,save
34576,wasted
34577,making
34578,given
34579,crew
34580,saving
34581,seem
34582,get
34583,continue
34584,save
34585,dropping
34586,alarming
34587,verified
34588,booked
34589,londonkuala
34590,booked
34591,took
34592,booking
34593,rbi
34594,klbandarkl
34595,cancelled
34596,found
34597,going
34598,brunei
34599,refused
34600,communicating
34601,find
34602,booking
34603,verified
34604,provided
34605,offer
34606,paid
34607,received
34608,travel
34609,ct
34610,heathrow
34611,return
34612,dfw
34613,greeted
34614,boarding
34615,escorted
34616,a380
34617,compared
34618,excellent
34619,hope
34620,verified
34621,told
34622,traveling
34623,spain
34624,according
34625,gate
34626,supposed
34627,get
34628,leave
34629,spain
34630,meet
34631,friend
34632,flew
34633,london
34634,going
34635,canada
34636,granted
34637,questioned
34638,leaving
34639,asked
34640,going
34641,traveling
34642,thought
34643,pulled
34644,wait
34645,”
34646,waiting
34647,trying
34648,get
34649,citizen
34650,visa
34651,means
34652,enter
34653,spain
34654,leave
34655,’
34656,boarding
34657,matching
34658,got
34659,passport
34660,asked
34661,answered
34662,know
34663,get
34664,made
34665,spoke
34666,said
34667,nicer
34668,featured
34669,upgraded
34670,overcooked
34671,hope
34672,queues
34673,said
34674,“
34675,got
34676,offered
34677,purchase
34678,including
34679,verified
34680,want
34681,packed
34682,taken
34683,said
34684,say
34685,peanuts
34686,parked
34687,figo
34688,ride
34689,wait
34690,know
34691,verified
34692,flew
34693,happened
34694,delayed
34695,boarded
34696,spotted
34697,looking
34698,trying
34699,seated
34700,sat
34701,coming
34702,asking
34703,stop
34704,said
34705,galley
34706,started
34707,went
34708,crew
34709,issued
34710,ear
34711,said
34712,chose
34713,stop
34714,disgusting
34715,consisted
34716,dropped
34717,sat
34718,issued
34719,im
34720,booked
34721,verified
34722,london
34723,boarding
34724,left
34725,got
34726,makes
34727,feel
34728,verified
34729,started
34730,showing
34731,hanging
34732,seat
34733,need
34734,refilling
34735,invited
34736,choose
34737,drinks
34738,walk
34739,find
34740,worn
34741,think
34742,scribbled
34743,boarded
34744,departed
34745,realized
34746,go
34747,avoiding
34748,flying
34749,ran
34750,think
34751,hit
34752,prefer
34753,allocated
34754,sat
34755,sat
34756,given
34757,think
34758,want
34759,emirates
34760,landed
34761,spent
34762,thought
34763,verified
34764,started
34765,called
34766,reviewed
34767,worsened
34768,compromised
34769,ended
34770,seating
34771,served
34772,walked
34773,trying
34774,keep
34775,boeing
34776,starting
34777,wear
34778,announced
34779,ba
34780,cut
34781,saving
34782,done
34783,offer
34784,taste
34785,watched
34786,nodded
34787,landed
34788,comes
34789,expect
34790,lhr
34791,cutting
34792,increasing
34793,id
34794,removed
34795,inspiration
34796,crew
34797,boarding
34798,found
34799,dirty
34800,sat
34801,landing
34802,cleaned
34803,came
34804,said
34805,served
34806,delivered
34807,carried
34808,banging
34809,clattering
34810,offered
34811,thought
34812,proactive
34813,went
34814,asked
34815,managed
34816,rolled
34817,handed
34818,gave
34819,verified
34820,heathrow
34821,operate
34822,route
34823,compared
34824,covering
34825,offering
34826,using
34827,return
34828,paid
34829,sit
34830,told
34831,booked
34832,dated
34833,covered
34834,stay
34835,work
34836,gave
34837,champagne
34838,vanished
34839,came
34840,liked
34841,seemed
34842,tired
34843,serving
34844,suggest
34845,verified
34846,found
34847,made
34848,crew
34849,serving
34850,arrived
34851,verified
34852,scheduled
34853,ba
34854,a380
34855,managed
34856,get
34857,boeing
34858,ensure
34859,caught
34860,boeing
34861,return
34862,paid
34863,felt
34864,accommodated
34865,use
34866,airlines
34867,verified
34868,boarding
34869,stand
34870,cleaning
34871,superb
34872,understand
34873,complimented
34874,carte
34875,loved
34876,set
34877,verified
34878,prepared
34879,see
34880,commented
34881,paid
34882,ensure
34883,sit
34884,combined
34885,seated
34886,dealt
34887,seemed
34888,seemed
34889,scheduled
34890,expecting
34891,brought
34892,appalling
34893,bright
34894,served
34895,account
34896,remained
34897,go
34898,club
34899,became
34900,going
34901,aisles
34902,headphone
34903,slip
34904,seeing
34905,loo
34906,put
34907,used
34908,verified
34909,athens
34910,need
34911,keeps
34912,getting
34913,fly
34914,getting
34915,verified
34916,kuala
34917,excited
34918,boeing
34919,intimate
34920,look
34921,take
34922,inexperienced
34923,overcooked
34924,overcooked
34925,bed
34926,sleeping
34927,wouldnt
34928,wouldnt
34929,extend
34930,reading
34931,fell
34932,redeeming
34933,occasion
34934,need
34935,qatar
34936,emirates
34937,keep
34938,pressing
34939,change
34940,served
34941,left
34942,looked
34943,asking
34944,looked
34945,asked
34946,buy
34947,came
34948,said
34949,come
34950,waited
34951,waited
34952,apologised
34953,said
34954,waited
34955,asked
34956,returned
34957,bashed
34958,said
34959,presented
34960,knew
34961,chose
34962,verified
34963,gone
34964,take
34965,qatar
34966,etc
34967,verified
34968,using
34969,flown
34970,orlando
34971,cancelled
34972,sent
34973,departure
34974,ringing
34975,ba
34976,ended
34977,passed
34978,traveling
34979,seating
34980,commented
34981,daddy
34982,got
34983,bed
34984,fallen
34985,handed
34986,said
34987,looking
34988,taking
34989,joke
34990,made
34991,see
34992,broken
34993,charging
34994,etc
34995,remote
34996,came
34997,travelling
34998,taken
34999,served
35000,embarrassed
35001,represent
35002,cabin
35003,looked
35004,crew
35005,flew
35006,provided
35007,stocked
35008,tuck
35009,compared
35010,inflight
35011,non
35012,committed
35013,see
35014,going
35015,seating
35016,knows
35017,downgraded
35018,consisted
35019,seem
35020,come
35021,travelling
35022,flew
35023,found
35024,expect
35025,crew
35026,recommend
35027,verified
35028,wed
35029,turned
35030,told
35031,overbooked
35032,according
35033,fed
35034,apologising
35035,given
35036,means
35037,use
35038,ended
35039,come
35040,disgusting
35041,london
35042,disappointed
35043,annoying
35044,catering
35045,disappointing
35046,reclined
35047,wasnt
35048,said
35049,causing
35050,requested
35051,armrests
35052,leaving
35053,meaning
35054,trapped
35055,followed
35056,disappeared
35057,offer
35058,boarding
35059,check
35060,got
35061,fine
35062,seemed
35063,sat
35064,thought
35065,crew
35066,welcoming
35067,got
35068,let
35069,got
35070,coke
35071,etc
35072,return
35073,seemed
35074,inflight
35075,disappointed
35076,wanted
35077,avaliablebut
35078,return
35079,outweigh
35080,amazing
35081,welcoming
35082,fly
35083,europe
35084,want
35085,look
35086,used
35087,started
35088,dropping
35089,delayed
35090,booked
35091,got
35092,cancelled
35093,took
35094,find
35095,dont
35096,want
35097,guess
35098,got
35099,cancelled
35100,took
35101,find
35102,need
35103,take
35104,get
35105,complaining
35106,expected
35107,esteemed
35108,calls
35109,stuck
35110,automated
35111,replying
35112,ask
35113,asked
35114,change
35115,seemed
35116,doesnt
35117,take
35118,extended
35119,want
35120,checked
35121,like
35122,aisle
35123,c
35124,online
35125,spoke
35126,advised
35127,depending
35128,appear
35129,said
35130,led
35131,aircraft
35132,built
35133,renovated
35134,led
35135,lighting
35136,clean
35137,cabin
35138,compared
35139,cabin
35140,seen
35141,start
35142,followed
35143,end
35144,wake
35145,look
35146,see
35147,fly
35148,europe
35149,marked
35150,separated
35151,guiding
35152,saying
35153,making
35154,returned
35155,boarding
35156,allowed
35157,checkin
35158,shopping
35159,decorated
35160,looking
35161,drink
35162,promised
35163,made
35164,checking
35165,display
35166,found
35167,decided
35168,spent
35169,promised
35170,features
35171,crafted
35172,offered
35173,club
35174,offered
35175,looked
35176,overlapping
35177,looking
35178,taken
35179,served
35180,finished
35181,stop
35182,wondering
35183,went
35184,shaping
35185,according
35186,offered
35187,needed
35188,europe
35189,leaking
35190,flooding
35191,verified
35192,traveled
35193,put
35194,came
35195,seems
35196,changed
35197,attentive
35198,boeing
35199,worked
35200,departed
35201,got
35202,made
35203,ploughed
35204,wine
35205,tip
35206,turned
35207,crowding
35208,preventing
35209,invited
35210,boarding
35211,scheduled
35212,crew
35213,ife
35214,puts
35215,flying
35216,flying
35217,fashioned
35218,tea
35219,made
35220,find
35221,middle
35222,compared
35223,compared
35224,airways
35225,crammed
35226,outbound
35227,working
35228,broken
35229,kept
35230,springing
35231,closed
35232,find
35233,missing
35234,sounds
35235,kept
35236,popping
35237,removing
35238,annoying
35239,chosen
35240,gave
35241,trying
35242,used
35243,verified
35244,thought
35245,go
35246,let
35247,begin
35248,saying
35249,getting
35250,informative
35251,bearing
35252,based
35253,keep
35254,flying
35255,verified
35256,booked
35257,rebooked
35258,make
35259,cancelled
35260,yvr
35261,looking
35262,flying
35263,boeing
35264,canadas
35265,boeing
35266,served
35267,seemed
35268,disappeared
35269,made
35270,wanted
35271,waited
35272,cabin
35273,walked
35274,landing
35275,served
35276,consisting
35277,slipped
35278,fallen
35279,smart
35280,demanding
35281,trolley
35282,falling
35283,insisted
35284,standing
35285,know
35286,reducing
35287,includes
35288,verified
35289,surprised
35290,made
35291,stopped
35292,working
35293,restored
35294,upgraded
35295,rest
35296,went
35297,worked
35298,annoyed
35299,selected
35300,ignored
35301,refurbished
35302,crew
35303,hardworking
35304,kept
35305,crew
35306,managed
35307,find
35308,singlemalt
35309,transit
35310,crew
35311,came
35312,edinburgh
35313,unrefurbished
35314,using
35315,evening
35316,dreaded
35317,come
35318,crew
35319,overnight
35320,expect
35321,fed
35322,watered
35323,crew
35324,wellmaintained
35325,done
35326,verified
35327,cheapest
35328,booked
35329,captain
35330,spoke
35331,verified
35332,pps
35333,called
35334,favours
35335,booked
35336,find
35337,vueling
35338,got
35339,booking
35340,tried
35341,get
35342,asked
35343,vueling
35344,excluded
35345,trying
35346,save
35347,vueling
35348,worked
35349,get
35350,checked
35351,dropping
35352,ba
35353,chose
35354,chose
35355,focus
35356,sorting
35357,works
35358,put
35359,sq
35360,come
35361,europe
35362,verified
35363,couldnt
35364,crammed
35365,decided
35366,fly
35367,heathrows
35368,directed
35369,told
35370,decided
35371,go
35372,joined
35373,c
35374,got
35375,checked
35376,made
35377,crowded
35378,bathrooms
35379,looked
35380,used
35381,eaten
35382,littering
35383,waited
35384,announced
35385,made
35386,bussed
35387,asked
35388,done
35389,understand
35390,given
35391,forced
35392,make
35393,verified
35394,heathrow
35395,believe
35396,want
35397,regarding
35398,served
35399,warned
35400,paid
35401,sad
35402,wanted
35403,go
35404,receive
35405,verified
35406,checking
35407,queuing
35408,resulting
35409,filled
35410,going
35411,crushed
35412,mushroom
35413,make
35414,saying
35415,annoying
35416,using
35417,dont
35418,flying
35419,told
35420,reclining
35421,quote
35422,silver
35423,landed
35424,ended
35425,waiting
35426,offloaded
35427,cabin
35428,verified
35429,flew
35430,crew
35431,came
35432,got
35433,lying
35434,sitting
35435,feel
35436,bordering
35437,steak
35438,bas
35439,showing
35440,getting
35441,seems
35442,take
35443,benefit
35444,writing
35445,missing
35446,managed
35447,discounted
35448,felt
35449,provided
35450,needs
35451,get
35452,verified
35453,return
35454,fly
35455,home
35456,flew
35457,opposed
35458,made
35459,means
35460,raining
35461,get
35462,closed
35463,went
35464,set
35465,used
35466,left
35467,waiting
35468,settled
35469,said
35470,check
35471,used
35472,crew
35473,given
35474,chicken
35475,got
35476,annoying
35477,got
35478,gave
35479,called
35480,buy
35481,splendid
35482,get
35483,talking
35484,wouldnt
35485,flying
35486,holding
35487,going
35488,popping
35489,verified
35490,prebooked
35491,taking
35492,noticed
35493,piled
35494,appeared
35495,complained
35496,got
35497,apologising
35498,received
35499,flew
35500,advised
35501,boarding
35502,assured
35503,cause
35504,booked
35505,advised
35506,go
35507,airways
35508,ensued
35509,highlighting
35510,fly
35511,think
35512,vegas
35513,friends
35514,reported
35515,looked
35516,seemed
35517,detracted
35518,booked
35519,think
35520,guy
35521,boeing
35522,verified
35523,london
35524,catering
35525,vanished
35526,got
35527,served
35528,landing
35529,seems
35530,reduced
35531,cutting
35532,try
35533,uses
35534,turn
35535,relaxing
35536,verified
35537,boston
35538,declining
35539,fly
35540,seating
35541,scrambled
35542,eat
35543,speaking
35544,get
35545,crew
35546,want
35547,know
35548,stowing
35549,complained
35550,use
35551,get
35552,verified
35553,window
35554,freed
35555,say
35556,positives
35557,boarding
35558,stood
35559,looked
35560,boarding
35561,looking
35562,getting
35563,getting
35564,get
35565,arrived
35566,offered
35567,missing
35568,got
35569,got
35570,got
35571,drink
35572,crew
35573,woke
35574,sleep
35575,regretted
35576,folded
35577,cherry
35578,spent
35579,watching
35580,see
35581,left
35582,listening
35583,crew
35584,moaning
35585,came
